Date,HeatRisk,ED Visits,EMS Calls,Random Numbers
8/6/2016,1,932,7708,955
8/7/2016,1,884,8535,968
8/8/2016,1,494,6759,1035
8/9/2016,1,529,7157,977
8/10/2016,1,669,7390,1099
8/11/2016,1,740,7322,1066
8/12/2016,1,695,7681,990
8/13/2016,1,711,7943,938
8/14/2016,1,806,7874,1009
8/15/2016,2,642,7355,934
8/16/2016,1,536,6060,984
8/17/2016,1,568,6912,979
8/18/2016,1,694,6973,952
8/19/2016,1,687,6924,1032
8/20/2016,1,1055,8087,1048
8/21/2016,1,811,7239,1069
8/22/2016,1,571,7041,1072
8/23/2016,1,630,7905,991
8/24/2016,1,713,6493,1030
8/25/2016,1,802,7211,959
8/26/2016,1,654,6935,1055
8/27/2016,1,745,7593,1075
8/28/2016,1,932,7796,961
8/29/2016,1,669,6788,1016
8/30/2016,2,685,8111,946
8/31/2016,1,817,6888,966
9/1/2016,1,745,7188,1069
9/2/2016,1,706,8032,1107
9/3/2016,1,885,7105,1069
9/4/2016,1,985,7815,962
9/5/2016,1,747,7012,1013
9/6/2016,1,612,6642,1014
9/7/2016,1,728,6700,1040
9/8/2016,1,746,7163,1028
9/9/2016,1,764,6953,1060
9/10/2016,1,964,8226,1012
9/11/2016,1,1041,8037,1037
9/12/2016,1,647,6536,1020
9/13/2016,0,755,7050,935
9/14/2016,1,880,6662,976
9/15/2016,1,780,6630,1024
9/16/2016,1,705,7049,911
9/17/2016,1,1017,7971,1041
9/18/2016,2,1148,7558,979
9/19/2016,1,748,7200,975
9/20/2016,2,610,6725,1014
9/21/2016,1,653,6917,1022
9/22/2016,1,879,6767,1083
9/23/2016,1,843,6393,1039
9/24/2016,2,975,7802,1007
9/25/2016,3,995,8035,920
9/26/2016,3,822,7028,948
9/27/2016,3,904,8002,990
9/28/2016,2,718,7161,953
9/29/2016,2,887,7573,983
9/30/2016,2,844,7433,1041
10/1/2016,1,943,8097,975
10/2/2016,1,1034,7437,1057
10/3/2016,1,834,7184,907
10/4/2016,1,729,6651,994
10/5/2016,1,733,6300,1041
10/6/2016,1,870,7054,930
10/7/2016,1,981,7093,1016
10/8/2016,1,931,7523,965
10/9/2016,2,1065,7828,988
10/10/2016,1,878,6339,982
10/11/2016,0,856,6828,967
10/12/2016,0,726,6797,938
10/13/2016,1,1028,7208,956
10/14/2016,1,860,7560,950
10/15/2016,1,1122,7083,1007
10/16/2016,1,991,7881,1018
10/17/2016,1,749,6453,899
10/18/2016,1,761,7064,1084
10/19/2016,1,862,6982,1078
10/20/2016,2,852,6190,919
10/21/2016,2,872,6778,1043
10/22/2016,1,1093,7270,1037
10/23/2016,1,1106,7540,1045
10/24/2016,1,728,6250,1007
10/25/2016,1,838,6513,1016
10/26/2016,1,898,6020,969
10/27/2016,1,870,7460,1010
10/28/2016,1,956,7087,882
10/29/2016,1,1133,8125,979
10/30/2016,0,1203,7327,1031
10/31/2016,0,907,7033,985
11/1/2016,0,722,7852,968
11/2/2016,1,1049,5907,1043
11/3/2016,1,883,6576,1019
11/4/2016,1,989,6253,972
11/5/2016,1,1021,8097,1017
11/6/2016,1,1197,8354,1064
11/7/2016,1,906,6688,986
11/8/2016,2,876,6717,929
11/9/2016,2,889,6161,1089
11/10/2016,2,999,6517,1001
11/11/2016,2,993,6039,1050
11/12/2016,1,1087,7821,1005
11/13/2016,2,1102,7214,1037
11/14/2016,2,928,7122,942
11/15/2016,1,1105,6463,962
11/16/2016,0,1063,6248,1050
11/17/2016,0,1007,6636,871
11/18/2016,1,952,5917,942
11/19/2016,1,1112,7937,1098
11/20/2016,0,1116,7141,958
11/21/2016,0,934,5595,887
11/22/2016,0,739,6645,981
11/23/2016,0,946,6272,1082
11/24/2016,1,1022,7308,951
11/25/2016,1,959,6935,980
11/26/2016,0,1210,7208,939
11/27/2016,0,1311,6919,983
11/28/2016,0,864,6763,929
11/29/2016,0,829,5441,994
11/30/2016,0,1004,6788,1117
12/1/2016,0,934,6251,1034
12/2/2016,0,1009,7067,948
12/3/2016,0,1077,6973,1066
12/4/2016,0,1221,7723,977
12/5/2016,0,911,5787,975
12/6/2016,0,1013,5750,1012
12/7/2016,0,1147,6756,1036
12/8/2016,0,843,5515,968
12/9/2016,0,1067,5958,1092
12/10/2016,0,1097,7586,952
12/11/2016,0,1219,6937,1053
12/12/2016,0,810,6205,1014
12/13/2016,0,900,6157,1036
12/14/2016,0,1027,5490,942
12/15/2016,0,909,6510,1049
12/16/2016,0,944,5660,1023
12/17/2016,0,1139,6809,997
12/18/2016,0,1413,7532,1040
12/19/2016,0,1009,6694,925
12/20/2016,1,1036,6884,1023
12/21/2016,0,957,6440,914
12/22/2016,0,1019,5072,997
12/23/2016,0,981,5783,984
12/24/2016,0,1117,7180,1004
12/25/2016,0,1316,6913,878
12/26/2016,0,942,6655,1029
12/27/2016,0,905,6367,992
12/28/2016,1,988,6367,1043
12/29/2016,1,1001,6718,1026
12/30/2016,0,1140,5778,1059
12/31/2016,0,1027,7723,986
1/1/2017,0,1128,6192,982
1/2/2017,0,912,5578,1082
1/3/2017,0,946,6180,954
1/4/2017,0,967,6436,1082
1/5/2017,0,892,5961,1034
1/6/2017,0,996,6239,1008
1/7/2017,0,1304,6902,969
1/8/2017,1,1231,7517,988
1/9/2017,0,1045,6444,969
1/10/2017,0,957,7015,1129
1/11/2017,0,1005,6700,1008
1/12/2017,0,1036,6999,1040
1/13/2017,0,1171,6362,1009
1/14/2017,0,1153,7445,1017
1/15/2017,0,1160,6424,940
1/16/2017,0,830,6207,1023
1/17/2017,0,915,5625,1013
1/18/2017,0,995,6952,1075
1/19/2017,0,989,5968,1077
1/20/2017,0,908,8056,978
1/21/2017,0,1205,7679,1031
1/22/2017,0,1246,7042,924
1/23/2017,0,841,6852,1024
1/24/2017,0,821,5853,982
1/25/2017,0,910,6951,1041
1/26/2017,0,937,6746,949
1/27/2017,0,905,6960,969
1/28/2017,1,1364,5925,937
1/29/2017,1,1200,7325,980
1/30/2017,1,865,6224,1029
1/31/2017,1,853,6324,1043
2/1/2017,0,1067,6806,937
2/2/2017,0,964,7104,1091
2/3/2017,0,1029,6795,981
2/4/2017,0,1117,7103,1003
2/5/2017,0,1099,6689,974
2/6/2017,0,858,6332,1027
2/7/2017,0,813,6898,984
2/8/2017,1,917,6340,1025
2/9/2017,1,884,6647,1042
2/10/2017,0,1043,6813,1090
2/11/2017,0,1173,7603,966
2/12/2017,1,1126,7105,1048
2/13/2017,1,862,6012,1054
2/14/2017,1,774,5871,1000
2/15/2017,1,922,6484,985
2/16/2017,0,828,6936,970
2/17/2017,0,873,6568,1025
2/18/2017,0,1055,7932,1018
2/19/2017,0,1146,7255,987
2/20/2017,0,780,6235,996
2/21/2017,0,1054,6254,1036
2/22/2017,0,912,5969,877
2/23/2017,0,920,7329,1026
2/24/2017,0,928,7547,1055
2/25/2017,0,1125,7007,1055
2/26/2017,0,1180,8237,1014
2/27/2017,0,897,7339,1114
2/28/2017,0,836,7048,979
3/1/2017,1,851,7059,994
3/2/2017,1,894,7015,981
3/3/2017,1,1094,6650,1071
3/4/2017,0,1046,6816,940
3/5/2017,0,1099,8255,1043
3/6/2017,0,982,7457,968
3/7/2017,1,893,7059,937
3/8/2017,1,955,6058,950
3/9/2017,2,743,6237,1013
3/10/2017,1,981,7008,1006
3/11/2017,1,1021,8659,1068
3/12/2017,1,1123,8097,1000
3/13/2017,2,979,7182,1054
3/14/2017,1,891,7376,958
3/15/2017,1,739,6153,1013
3/16/2017,1,918,6917,929
3/17/2017,1,904,6614,1037
3/18/2017,1,1068,7875,1096
3/19/2017,1,1117,8062,1086
3/20/2017,0,687,6523,1059
3/21/2017,0,711,6633,962
3/22/2017,0,802,7080,1070
3/23/2017,0,752,7140,1028
3/24/2017,0,998,6616,948
3/25/2017,0,867,7962,1037
3/26/2017,0,938,7842,951
3/27/2017,1,818,6231,1016
3/28/2017,1,790,7539,985
3/29/2017,1,819,6907,920
3/30/2017,1,1011,8185,944
3/31/2017,1,989,6762,989
4/1/2017,1,1025,7088,1018
4/2/2017,1,960,7926,1074
4/3/2017,0,721,6884,939
4/4/2017,1,681,7222,985
4/5/2017,1,755,7559,986
4/6/2017,1,890,6983,1085
4/7/2017,0,825,7162,1062
4/8/2017,0,987,7745,999
4/9/2017,0,990,7607,1020
4/10/2017,1,609,7564,947
4/11/2017,1,844,6145,914
4/12/2017,1,755,8232,974
4/13/2017,0,753,7330,1113
4/14/2017,0,739,7086,978
4/15/2017,1,951,8607,1002
4/16/2017,1,1087,7404,1096
4/17/2017,1,623,6679,973
4/18/2017,1,817,6578,941
4/19/2017,1,783,7674,915
4/20/2017,1,733,6459,992
4/21/2017,2,792,7845,1039
4/22/2017,2,991,8271,903
4/23/2017,1,934,8092,1052
4/24/2017,1,679,6126,983
4/25/2017,1,838,7228,963
4/26/2017,1,669,6837,1012
4/27/2017,2,857,7395,1003
4/28/2017,2,699,7500,1021
4/29/2017,1,924,7333,971
4/30/2017,1,870,8975,983
5/1/2017,2,694,7016,1092
5/2/2017,2,791,7204,953
5/3/2017,1,684,7764,1083
5/4/2017,1,794,7066,1003
5/5/2017,0,577,7950,1026
5/6/2017,0,891,7636,1030
5/7/2017,0,811,8011,1021
5/8/2017,0,630,7255,921
5/9/2017,0,782,7412,910
5/10/2017,0,516,7370,1083
5/11/2017,0,656,8133,936
5/12/2017,1,547,7750,902
5/13/2017,1,726,7494,1005
5/14/2017,0,960,7775,1020
5/15/2017,0,649,7146,1010
5/16/2017,0,555,7852,968
5/17/2017,0,678,7264,950
5/18/2017,1,650,7027,966
5/19/2017,2,822,7755,992
5/20/2017,2,897,8583,1013
5/21/2017,2,833,8345,970
5/22/2017,1,605,6681,974
5/23/2017,1,698,7303,954
5/24/2017,1,637,7447,1051
5/25/2017,0,812,7524,1037
5/26/2017,0,602,7939,1000
5/27/2017,0,844,8424,1045
5/28/2017,1,837,8285,942
5/29/2017,1,554,7741,980
5/30/2017,0,608,7820,975
5/31/2017,0,579,6216,966
6/1/2017,1,727,7232,975
6/2/2017,1,599,8997,983
6/3/2017,1,770,8527,930
6/4/2017,1,868,8084,1116
6/5/2017,1,618,7128,971
6/6/2017,1,514,7519,997
6/7/2017,0,576,7801,941
6/8/2017,0,619,7415,986
6/9/2017,1,578,7705,1060
6/10/2017,1,881,8407,1104
6/11/2017,0,830,8364,1060
6/12/2017,1,628,8321,1028
6/13/2017,1,608,7413,1025
6/14/2017,2,620,7189,1005
6/15/2017,2,754,7790,977
6/16/2017,2,624,8010,991
6/17/2017,2,740,8819,1049
6/18/2017,2,753,9079,921
6/19/2017,2,493,7622,991
6/20/2017,2,625,7735,1001
6/21/2017,1,555,7319,922
6/22/2017,1,592,8160,987
6/23/2017,1,583,7529,1013
6/24/2017,1,793,8412,1032
6/25/2017,2,971,7644,1046
6/26/2017,2,541,8095,977
6/27/2017,2,634,8335,1063
6/28/2017,1,681,7687,903
6/29/2017,1,567,7889,949
6/30/2017,1,617,7972,956
7/1/2017,1,839,8257,1028
7/2/2017,1,938,9165,1012
7/3/2017,1,585,7457,1010
7/4/2017,1,638,7485,1020
7/5/2017,1,573,7445,945
7/6/2017,2,613,8442,975
7/7/2017,3,687,8201,1051
7/8/2017,3,863,9206,969
7/9/2017,3,947,8474,1021
7/10/2017,2,407,7630,1016
7/11/2017,1,559,6774,959
7/12/2017,1,474,7827,975
7/13/2017,1,626,7331,927
7/14/2017,1,683,7866,1056
7/15/2017,2,729,8344,1017
7/16/2017,2,891,8439,1061
7/17/2017,1,708,6894,979
7/18/2017,1,590,7218,935
7/19/2017,1,606,8007,924
7/20/2017,2,485,6983,1014
7/21/2017,1,909,7375,998
7/22/2017,1,721,8476,1001
7/23/2017,1,841,7865,974
7/24/2017,1,618,6764,1071
7/25/2017,1,541,7163,936
7/26/2017,1,656,7564,991
7/27/2017,1,607,7343,1058
7/28/2017,1,716,8055,1050
7/29/2017,1,726,8775,956
7/30/2017,1,884,8179,905
7/31/2017,1,597,7389,1032
8/1/2017,2,661,7695,1032
8/2/2017,2,734,8299,1011
8/3/2017,2,727,7633,953
8/4/2017,1,662,8064,1059
8/5/2017,2,896,9650,1043
8/6/2017,1,1004,8037,974
8/7/2017,1,670,8222,976
8/8/2017,2,829,8382,1067
8/9/2017,1,711,6764,1020
8/10/2017,1,710,7340,955
8/11/2017,1,721,7652,941
8/12/2017,1,810,7927,1009
8/13/2017,1,789,8317,986
8/14/2017,1,626,7852,1005
8/15/2017,1,631,6854,937
8/16/2017,1,572,7305,1037
8/17/2017,1,740,7583,1053
8/18/2017,1,887,6914,1016
8/19/2017,1,717,8497,967
8/20/2017,1,1067,8184,1036
8/21/2017,1,694,7590,967
8/22/2017,1,741,7435,975
8/23/2017,1,801,7039,965
8/24/2017,1,648,7937,1026
8/25/2017,1,705,8179,964
8/26/2017,2,1043,7897,1072
8/27/2017,1,911,8024,1034
8/28/2017,2,835,7659,988
8/29/2017,3,664,8531,934
8/30/2017,2,859,7068,995
8/31/2017,3,887,8302,1004
9/1/2017,4,846,8220,1048
9/2/2017,4,1004,9524,1039
9/3/2017,4,974,9504,1083
9/4/2017,1,576,6868,954
9/5/2017,1,625,7577,1006
9/6/2017,1,820,7389,1075
9/7/2017,1,910,7142,967
9/8/2017,1,790,7362,1120
9/9/2017,1,980,8193,1001
9/10/2017,2,936,8148,908
9/11/2017,2,772,7352,1019
9/12/2017,1,916,7562,1017
9/13/2017,1,759,7798,939
9/14/2017,1,831,7263,1176
9/15/2017,1,810,7403,944
9/16/2017,1,1142,7773,1016
9/17/2017,1,964,8441,1032
9/18/2017,1,758,6946,984
9/19/2017,1,844,7810,993
9/20/2017,1,802,7702,1107
9/21/2017,1,886,6609,1081
9/22/2017,1,780,7173,994
9/23/2017,1,1065,8928,935
9/24/2017,1,1077,7536,1016
9/25/2017,2,738,7609,996
9/26/2017,2,871,7947,985
9/27/2017,1,778,7389,1012
9/28/2017,2,759,7089,1035
9/29/2017,2,862,6497,1060
9/30/2017,1,954,8852,1100
10/1/2017,1,1129,8522,1030
10/2/2017,1,800,7035,1024
10/3/2017,1,750,7658,1052
10/4/2017,1,826,7635,1024
10/5/2017,1,961,6585,993
10/6/2017,2,850,7337,972
10/7/2017,2,1081,8899,950
10/8/2017,1,1139,8087,1033
10/9/2017,1,838,7520,951
10/10/2017,2,931,7731,1057
10/11/2017,1,902,7102,942
10/12/2017,1,810,7118,958
10/13/2017,1,994,6711,970
10/14/2017,2,1148,7459,933
10/15/2017,2,1211,9030,1008
10/16/2017,2,881,6878,945
10/17/2017,2,776,7065,1015
10/18/2017,1,1029,6680,1031
10/19/2017,1,890,7260,1023
10/20/2017,1,1036,7419,939
10/21/2017,1,1069,7771,949
10/22/2017,2,1150,8001,1033
10/23/2017,2,861,6606,982
10/24/2017,3,928,7024,1001
10/25/2017,2,924,6794,968
10/26/2017,2,989,7291,1039
10/27/2017,2,1063,7551,1008
10/28/2017,1,1066,7618,1044
10/29/2017,1,1171,7873,1017
10/30/2017,0,771,7280,1010
10/31/2017,0,893,7230,1002
11/1/2017,0,817,7094,1013
11/2/2017,0,978,7132,1032
11/3/2017,0,973,6162,900
11/4/2017,0,972,8278,1100
11/5/2017,0,1189,7973,926
11/6/2017,1,952,6680,931
11/7/2017,1,857,6426,1029
11/8/2017,1,967,6458,906
11/9/2017,0,832,7602,968
11/10/2017,0,1012,6545,1005
11/11/2017,1,1188,7868,1021
11/12/2017,0,1152,7786,988
11/13/2017,1,787,7577,1010
11/14/2017,1,959,6602,1047
11/15/2017,1,913,7533,1026
11/16/2017,1,978,8347,958
11/17/2017,1,1090,7087,955
11/18/2017,1,1013,8294,1061
11/19/2017,1,1345,7748,975
11/20/2017,1,921,6193,991
11/21/2017,2,841,6403,921
11/22/2017,2,906,6481,1057
11/23/2017,2,1074,6805,1085
11/24/2017,1,872,7376,970
11/25/2017,1,1057,7537,1009
11/26/2017,0,1086,7462,1019
11/27/2017,0,929,6567,1013
11/28/2017,1,817,6815,1012
11/29/2017,1,981,6797,921
11/30/2017,1,905,7206,1003
12/1/2017,1,1116,6646,1038
12/2/2017,1,1198,7812,1034
12/3/2017,0,1117,7509,983
12/4/2017,0,899,6755,999
12/5/2017,0,825,6776,952
12/6/2017,1,928,6899,1076
12/7/2017,1,1109,6776,927
12/8/2017,1,1086,6664,974
12/9/2017,1,1223,7374,996
12/10/2017,1,1253,7763,1053
12/11/2017,1,911,7345,986
12/12/2017,1,917,7238,945
12/13/2017,1,1144,6747,1014
12/14/2017,1,1019,7286,1040
12/15/2017,1,1026,6827,1033
12/16/2017,0,1266,6961,1040
12/17/2017,0,1397,7909,940
12/18/2017,0,1060,7468,1053
12/19/2017,0,933,7092,906
12/20/2017,0,1037,7078,1025
12/21/2017,0,1013,7849,993
12/22/2017,0,962,6659,998
12/23/2017,0,1252,7655,975
12/24/2017,1,1418,7382,1014
12/25/2017,0,886,7229,963
12/26/2017,0,924,5888,958
12/27/2017,1,1184,6610,916
12/28/2017,1,1065,6179,1034
12/29/2017,1,1134,6143,1072
12/30/2017,1,1359,7571,1068
12/31/2017,0,1211,7229,979
1/1/2018,0,861,7150,939
1/2/2018,1,1048,7497,1024
1/3/2018,1,877,6681,960
1/4/2018,1,1050,7457,1060
1/5/2018,1,1161,7401,1035
1/6/2018,0,1201,7906,976
1/7/2018,1,1249,7865,971
1/8/2018,0,1016,6802,1040
1/9/2018,0,886,6430,1054
1/10/2018,0,890,7212,1022
1/11/2018,0,965,6882,983
1/12/2018,0,921,6514,1066
1/13/2018,1,1113,8089,980
1/14/2018,1,1349,8161,1103
1/15/2018,0,960,6528,979
1/16/2018,0,971,7577,1024
1/17/2018,1,980,6641,972
1/18/2018,1,921,6661,1033
1/19/2018,0,1124,8115,1151
1/20/2018,0,1331,7727,952
1/21/2018,0,1324,7546,1059
1/22/2018,0,985,6501,951
1/23/2018,1,861,6979,954
1/24/2018,1,1095,7117,1064
1/25/2018,0,1035,6824,1024
1/26/2018,0,998,6431,912
1/27/2018,1,1253,6614,1027
1/28/2018,1,1188,7836,999
1/29/2018,1,1080,7241,1013
1/30/2018,1,1129,7282,1131
1/31/2018,1,1029,7666,949
2/1/2018,1,1306,6297,1012
2/2/2018,1,1042,7683,918
2/3/2018,1,1293,8144,999
2/4/2018,1,1290,7022,1001
2/5/2018,1,935,6596,954
2/6/2018,1,942,6117,1005
2/7/2018,1,916,6272,956
2/8/2018,1,1034,6407,953
2/9/2018,1,965,7849,979
2/10/2018,0,1322,8639,992
2/11/2018,0,1157,7455,988
2/12/2018,0,984,6402,1032
2/13/2018,0,997,7233,1070
2/14/2018,0,993,6384,990
2/15/2018,0,1051,7175,985
2/16/2018,1,1070,6742,1039
2/17/2018,1,1186,7566,947
2/18/2018,0,1191,8083,1025
2/19/2018,0,691,6305,1048
2/20/2018,0,920,6909,911
2/21/2018,0,801,6934,930
2/22/2018,0,966,6866,997
2/23/2018,0,985,6479,1002
2/24/2018,0,1031,7369,1010
2/25/2018,0,1089,7983,1015
2/26/2018,0,878,7070,991
2/27/2018,0,920,7466,975
2/28/2018,0,968,6372,1049
3/1/2018,0,817,8167,956
3/2/2018,0,1086,7547,958
3/3/2018,0,1092,7667,999
3/4/2018,0,1221,6709,991
3/5/2018,0,787,7037,1034
3/6/2018,1,792,7129,978
3/7/2018,0,881,7217,974
3/8/2018,1,1015,8137,1003
3/9/2018,0,864,6979,926
3/10/2018,0,1158,8005,981
3/11/2018,0,1004,7953,1018
3/12/2018,0,872,7246,1032
3/13/2018,0,743,6836,932
3/14/2018,0,837,6998,954
3/15/2018,0,854,6890,1033
3/16/2018,0,1067,6730,999
3/17/2018,0,1091,8826,1007
3/18/2018,0,1086,8116,930
3/19/2018,1,820,7860,1066
3/20/2018,0,864,7807,934
3/21/2018,0,848,6954,1006
3/22/2018,0,1019,6641,944
3/23/2018,0,911,6496,1030
3/24/2018,0,1080,7850,1040
3/25/2018,0,1106,8092,1011
3/26/2018,0,800,7931,943
3/27/2018,1,793,6909,1015
3/28/2018,1,867,8066,908
3/29/2018,1,891,7505,924
3/30/2018,1,969,7290,999
3/31/2018,0,995,8718,1048
4/1/2018,0,1147,8694,926
4/2/2018,0,646,7296,1032
4/3/2018,0,817,7583,1026
4/4/2018,0,805,6829,978
4/5/2018,0,824,7321,958
4/6/2018,0,959,6918,1024
4/7/2018,0,930,7631,998
4/8/2018,1,1223,8481,1116
4/9/2018,2,815,7537,1087
4/10/2018,2,745,6433,1014
4/11/2018,1,811,7044,1025
4/12/2018,0,839,7171,1027
4/13/2018,1,973,7695,1023
4/14/2018,2,1141,9117,972
4/15/2018,1,1101,8602,1012
4/16/2018,0,720,7984,964
4/17/2018,0,762,7617,1005
4/18/2018,0,714,7603,949
4/19/2018,0,659,7083,1079
4/20/2018,1,857,7467,958
4/21/2018,1,908,7635,1024
4/22/2018,1,991,8860,1019
4/23/2018,1,519,7902,1068
4/24/2018,0,771,8288,1047
4/25/2018,0,693,8322,999
4/26/2018,0,761,7556,1012
4/27/2018,0,712,7272,1047
4/28/2018,0,973,9076,999
4/29/2018,0,922,8557,1043
4/30/2018,0,676,7483,1092
5/1/2018,0,495,7553,938
5/2/2018,0,696,7898,1029
5/3/2018,0,730,8486,1004
5/4/2018,2,774,7698,1141
5/5/2018,1,985,8799,1084
5/6/2018,1,1054,8828,920
5/7/2018,1,744,8154,1063
5/8/2018,1,681,8018,952
5/9/2018,1,740,7784,977
5/10/2018,1,616,8030,1025
5/11/2018,0,706,7022,1035
5/12/2018,0,1048,8297,1091
5/13/2018,0,979,8284,1040
5/14/2018,0,640,8474,1076
5/15/2018,0,634,7748,1008
5/16/2018,1,702,7680,1013
5/17/2018,1,778,7826,1022
5/18/2018,0,769,7873,947
5/19/2018,0,856,9580,969
5/20/2018,0,889,8941,1041
5/21/2018,0,560,7521,933
5/22/2018,0,740,8752,974
5/23/2018,0,684,7003,1055
5/24/2018,0,637,8130,1013
5/25/2018,0,645,7857,976
5/26/2018,0,991,8746,1068
5/27/2018,1,934,8106,1017
5/28/2018,1,556,8072,966
5/29/2018,0,662,7037,1006
5/30/2018,0,714,8955,916
5/31/2018,0,795,7783,1013
6/1/2018,1,682,7605,937
6/2/2018,1,850,8357,929
6/3/2018,1,904,8148,908
6/4/2018,1,653,8136,1042
6/5/2018,1,686,8903,1048
6/6/2018,1,799,8387,1019
6/7/2018,1,643,7636,1068
6/8/2018,1,877,7642,976
6/9/2018,2,889,8660,1017
6/10/2018,1,805,8758,1063
6/11/2018,1,609,8062,920
6/12/2018,1,703,7221,986
6/13/2018,1,656,7038,1020
6/14/2018,2,683,7806,1033
6/15/2018,1,718,8211,999
6/16/2018,1,775,8543,979
6/17/2018,0,924,8082,984
6/18/2018,0,727,6998,944
6/19/2018,1,800,7592,911
6/20/2018,1,720,8083,943
6/21/2018,1,616,6974,1143
6/22/2018,1,778,8365,960
6/23/2018,1,814,8803,952
6/24/2018,1,863,7963,969
6/25/2018,1,700,8377,912
6/26/2018,1,547,7853,1014
6/27/2018,1,656,7386,1011
6/28/2018,1,659,7560,1034
6/29/2018,1,735,7462,936
6/30/2018,1,1076,9140,959
7/1/2018,1,954,8813,1007
7/2/2018,1,538,7913,1028
7/3/2018,1,628,7676,984
7/4/2018,1,736,7405,1039
7/5/2018,2,732,8113,1046
7/6/2018,3,747,7723,904
7/7/2018,3,916,10399,1052
7/8/2018,4,894,10290,1016
7/9/2018,4,638,9403,894
7/10/2018,2,815,6804,1056
7/11/2018,2,788,8191,1003
7/12/2018,2,628,8743,1118
7/13/2018,1,721,7931,1032
7/14/2018,1,888,8752,1026
7/15/2018,2,884,8597,992
7/16/2018,1,607,7870,1018
7/17/2018,1,585,7226,951
7/18/2018,1,647,8193,1016
7/19/2018,1,904,7662,961
7/20/2018,1,563,8099,1012
7/21/2018,1,808,7929,977
7/22/2018,2,991,8020,976
7/23/2018,3,728,9139,1062
7/24/2018,3,684,7785,855
7/25/2018,2,768,7864,980
7/26/2018,2,738,7622,936
7/27/2018,1,694,7741,924
7/28/2018,1,836,9665,998
7/29/2018,3,960,9226,1016
7/30/2018,2,659,8173,1013
7/31/2018,2,686,8045,1002
8/1/2018,2,656,7825,1000
8/2/2018,2,712,9117,985
8/3/2018,2,874,7925,955
8/4/2018,2,922,10085,1026
8/5/2018,2,980,8260,954
8/6/2018,2,725,7800,956
8/7/2018,3,834,8027,983
8/8/2018,3,853,8300,978
8/9/2018,3,747,8390,929
8/10/2018,2,685,7635,944
8/11/2018,2,1007,8987,1016
8/12/2018,2,975,8733,1017
8/13/2018,1,613,7166,998
8/14/2018,1,655,8479,998
8/15/2018,1,627,8514,1048
8/16/2018,2,730,8183,960
8/17/2018,2,790,8614,971
8/18/2018,1,824,8396,943
8/19/2018,1,965,8498,995
8/20/2018,1,584,8070,978
8/21/2018,1,609,6935,988
8/22/2018,1,802,7821,1070
8/23/2018,1,764,7837,962
8/24/2018,1,897,8015,969
8/25/2018,1,892,8569,1011
8/26/2018,1,840,8825,966
8/27/2018,1,872,7431,1037
8/28/2018,1,735,7923,979
8/29/2018,1,763,7225,1011
8/30/2018,2,675,8061,977
8/31/2018,1,765,6754,1025
9/1/2018,1,989,9054,971
9/2/2018,1,960,8364,1007
9/3/2018,1,735,7980,1078
9/4/2018,1,717,7714,993
9/5/2018,1,861,8126,981
9/6/2018,1,683,6822,955
9/7/2018,1,946,8426,1049
9/8/2018,1,1125,9457,1065
9/9/2018,2,996,8008,1007
9/10/2018,1,601,7447,961
9/11/2018,1,742,7751,987
9/12/2018,1,837,7754,1057
9/13/2018,1,896,7499,1038
9/14/2018,2,896,7955,1036
9/15/2018,1,1119,8610,1067
9/16/2018,2,1013,8944,1015
9/17/2018,1,744,8640,1031
9/18/2018,1,717,7311,1040
9/19/2018,1,731,7379,946
9/20/2018,1,930,7715,1060
9/21/2018,1,854,8027,1050
9/22/2018,1,1181,9233,959
9/23/2018,1,1168,9013,935
9/24/2018,1,681,7218,989
9/25/2018,1,875,7737,962
9/26/2018,1,763,7982,978
9/27/2018,1,770,7716,1026
9/28/2018,1,888,7971,951
9/29/2018,1,1163,7801,956
9/30/2018,1,1172,8188,969
10/1/2018,2,732,6656,1016
10/2/2018,1,673,7192,918
10/3/2018,1,733,6831,928
10/4/2018,1,966,6904,1046
10/5/2018,1,1007,6971,1012
10/6/2018,1,986,8524,1031
10/7/2018,1,1121,8019,1032
10/8/2018,1,728,8074,1035
10/9/2018,1,1067,8276,976
10/10/2018,1,941,8437,899
10/11/2018,1,924,7420,1057
10/12/2018,1,1010,6894,924
10/13/2018,0,1263,8832,951
10/14/2018,1,1078,8349,950
10/15/2018,1,857,7729,1027
10/16/2018,1,792,7042,1016
10/17/2018,1,913,7366,1035
10/18/2018,1,981,8067,968
10/19/2018,1,1103,8202,956
10/20/2018,2,1215,8513,1076
10/21/2018,1,1149,8489,1086
10/22/2018,1,866,7236,939
10/23/2018,1,850,6890,1143
10/24/2018,1,979,6386,1091
10/25/2018,1,988,7497,1031
10/26/2018,1,951,7322,1011
10/27/2018,1,1214,9508,1036
10/28/2018,1,1076,7943,1011
10/29/2018,1,705,6829,871
10/30/2018,1,974,7877,986
10/31/2018,1,946,6982,990
11/1/2018,1,872,7452,1031
11/2/2018,1,958,7513,1025
11/3/2018,1,1169,7107,957
11/4/2018,1,1321,8276,902
11/5/2018,1,1015,7175,995
11/6/2018,1,986,7123,1020
11/7/2018,0,939,6734,1050
11/8/2018,1,1150,6577,1080
11/9/2018,1,1090,7403,993
11/10/2018,1,1361,7741,957
11/11/2018,1,1324,7648,1002
11/12/2018,1,969,6843,924
11/13/2018,1,987,7966,1059
11/14/2018,1,1018,7091,1009
11/15/2018,1,1054,6983,967
11/16/2018,1,1156,7556,988
